ID;Название;Вердикт;Status;Длина_Ряда;Среднее_Значение;Станд_Отклонение;Коэф_Вариации;Асимметрия_Сдвига;Эксцесс_Хвостов;Процентиль_75;Процентиль_95;Коэф_Аномалий_Шага;Энтропия_Шеннона;Энтропия_Перестановок;Приближенная_Энтропия_ApEn;Автокорреляция_Лаг1;Автокорреляция_Лаг2;Автокорреляция_Лаг3;Автокорреляция_Лаг4;Автокорреляция_Лаг5;Энергия_Спектра_Фурье;Главная_Частота_Фурье;Пик_Амплитуды_Фурье;Медианная_Частота_Фурье;Дисперсия_Спектра_Фурье;Спектральная_Энтропия_Фурье;Радиус_Векторного_Облака;Физическая_Длина_Змеи;Доля_Оси_PCA_X;Доля_Оси_PCA_Y;Доля_Оси_PCA_Z;Сила_Ротора_Закрутки;Индекс_Сквозных_Дыр;Коэф_Ветвления_Пирсона;Фрактал_Размерность_GP;Показатель_Херста_Памяти;Девиация_Закона_Бенфорда;Доля_Первых_Единиц_Бенфорда;Бенфорд_Хи_Квадрат;Бенфорд_KL_Дивергенция;Бенфорд_Стат_Вердикт
"=""A001770""";Numbers k such that 5*2^k - 1 is prime.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=5.052;Успешно;"=""40.0""";"=""56209.45""";"=""195166.79""";"=""3.4721""";"=""5.052""";"=""26.0531""";"=""15567.0""";"=""250943.0""";"=""27.57""";"=""5.3219""";"=""-0.0""";"=""0.7174""";"=""0.9253""";"=""0.9337""";"=""0.9672""";"=""0.7466""";"=""0.8077""";"=""30917930406880.01""";"=""1.0""";"=""2094783.81""";"=""10.0""";"=""316116.29""";"=""4.277""";"=""105123.39""";"=""1398032.51""";"=""0.8512""";"=""0.1132""";"=""0.0356""";"=""7226607896.99""";"=""0.0""";"=""0.6703""";"=""0.0""";"=""0.5927""";"=""0.0421""";"=""0.375""";"=""13.5785""";"=""0.3222""";Значим (Хи-Квадрат OK)
"=""A001771""";Numbers k such that 7*2^k - 1 is prime.;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9285;Успешно;"=""21.0""";"=""74461.95""";"=""111270.74""";"=""1.4943""";"=""1.7218""";"=""1.8218""";"=""70209.0""";"=""363929.0""";"=""9.97""";"=""4.3923""";"=""-0.0""";"=""1.3784""";"=""0.9285""";"=""0.9442""";"=""0.9827""";"=""0.9012""";"=""0.9679""";"=""2730049523344.0""";"=""1.0""";"=""1135762.43""";"=""5.0""";"=""292085.25""";"=""3.0256""";"=""123977.48""";"=""808133.3""";"=""0.7749""";"=""0.138""";"=""0.0871""";"=""9399178527.75""";"=""0.0""";"=""-0.0909""";"=""0.0""";"=""0.6811""";"=""0.0093""";"=""0.3333""";"=""-1.0""";"=""0.1087""";Мало данных (Оценка по KL)
"=""A001772""";Numbers k such that 11*2^k - 1 is prime.;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9768;Успешно;"=""24.0""";"=""229973.67""";"=""399501.71""";"=""1.7372""";"=""1.5431""";"=""0.7866""";"=""165641.0""";"=""1095528.0""";"=""5.88""";"=""4.585""";"=""-0.0""";"=""0.9908""";"=""0.9768""";"=""0.9408""";"=""0.8943""";"=""0.8052""";"=""0.7797""";"=""46321702687071.99""";"=""1.0""";"=""4834896.31""";"=""6.0""";"=""1267389.6""";"=""3.1825""";"=""485312.22""";"=""2392965.73""";"=""0.8259""";"=""0.1121""";"=""0.062""";"=""65569577052.58""";"=""0.0""";"=""0.3961""";"=""0.0""";"=""0.7124""";"=""0.0194""";"=""0.2917""";"=""-1.0""";"=""0.2772""";Нетипичный ряд
"=""A001773""";Numbers k such that 13*2^k - 1 is prime.;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9748;Успешно;"=""19.0""";"=""37071.42""";"=""60882.06""";"=""1.6423""";"=""2.1769""";"=""3.8076""";"=""43263.0""";"=""172993.4""";"=""6.85""";"=""4.2479""";"=""-0.0""";"=""1.2905""";"=""0.9748""";"=""0.9497""";"=""0.954""";"=""0.9704""";"=""0.9792""";"=""669045929280.0""";"=""1.0""";"=""513069.54""";"=""5.0""";"=""119864.36""";"=""3.0101""";"=""57166.66""";"=""328013.1""";"=""0.8449""";"=""0.0872""";"=""0.0679""";"=""1167851905.34""";"=""0.0""";"=""0.6981""";"=""0.0""";"=""0.6384""";"=""0.0864""";"=""0.1579""";"=""-1.0""";"=""0.6525""";Нетипичный ряд
"=""A001774""";Numbers k such that 17*2^k - 1 is prime.;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9813;Успешно;"=""40.0""";"=""71900.75""";"=""155819.23""";"=""2.1671""";"=""2.4179""";"=""4.7767""";"=""30157.0""";"=""437910.0""";"=""11.07""";"=""5.3219""";"=""-0.0""";"=""0.9812""";"=""0.9813""";"=""0.9767""";"=""0.9817""";"=""0.9491""";"=""0.9397""";"=""19466657292080.0""";"=""1.0""";"=""2606881.05""";"=""10.0""";"=""637233.69""";"=""3.9063""";"=""153729.59""";"=""1127355.17""";"=""0.871""";"=""0.0824""";"=""0.0467""";"=""8036990237.37""";"=""0.0""";"=""0.467""";"=""0.0""";"=""0.704""";"=""0.055""";"=""0.15""";"=""22.3882""";"=""0.3454""";Нетипичный ряд
"=""A001775""";Numbers k such that 19*2^k - 1 is prime.;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9863;Успешно;"=""33.0""";"=""87145.36""";"=""199723.32""";"=""2.2918""";"=""2.8968""";"=""8.0445""";"=""48819.0""";"=""470418.6""";"=""10.19""";"=""5.0444""";"=""-0.0""";"=""1.0544""";"=""0.9863""";"=""0.9834""";"=""0.9794""";"=""0.9623""";"=""0.9812""";"=""21719781677544.0""";"=""1.0""";"=""2613583.36""";"=""8.0""";"=""580078.74""";"=""3.7965""";"=""174789.91""";"=""1304071.27""";"=""0.8831""";"=""0.0674""";"=""0.0495""";"=""9837812688.0""";"=""0.0""";"=""0.6902""";"=""0.0""";"=""0.6729""";"=""0.0228""";"=""0.2727""";"=""6.5811""";"=""0.1471""";Значим (Хи-Квадрат OK)
"=""A001776""";Dimensions of the Jordan operad.;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9999;Успешно;"=""10.0""";"=""198287.8""";"=""531705.75""";"=""2.6815""";"=""2.6218""";"=""4.9622""";"=""14903.0""";"=""1061053.35""";"=""8.12""";"=""3.1219""";"=""-0.0""";"=""0.639""";"=""0.9999""";"=""0.9997""";"=""0.9991""";"=""0.9979""";"=""0.9963""";"=""15460195456066.0""";"=""1.0""";"=""1936371.26""";"=""3.0""";"=""115126.19""";"=""2.3188""";"=""386357.47""";"=""1794526.89""";"=""0.9989""";"=""0.0011""";"=""0.0""";"=""506638128.45""";"=""0.0""";"=""0.9999""";"=""0.0""";"=""0.4751""";"=""1.0""";"=""0.301""";"=""-1.0""";"=""4.0""";Слишком короткий
"=""A001777""";Lah numbers: a(n) = n! * binomial(n-1, 4)/5!.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.8719;Успешно;"=""18.0""";"=""3.2335639109706334e+21""";"=""1.2820829590996243e+22""";"=""3.9649""";"=""3.8719""";"=""13.0159""";"=""9.6583957037568e+16""";"=""1.0162307716341503e+22""";"=""16.37""";"=""4.1699""";"=""-0.0""";"=""0.2146""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""2.809044385743158e+46""";"=""1.0""";"=""5.806465994480568e+22""";"=""5.0""";"=""1.4323072786087674e+21""";"=""3.1695""";"=""6.557162480869623e+21""";"=""5.609753228431198e+22""";"=""1.0""";"=""0.0""";"=""0.0""";"=""1.0057876878250595e+40""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.4899""";"=""0.0281""";"=""0.2778""";"=""-1.0""";"=""0.3684""";Нетипичный ряд
"=""A001778""";Lah numbers: a(n) = n!*binomial(n-1,5)/6!.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.7425;Успешно;"=""17.0""";"=""1.9357661808697504e+21""";"=""7.462283299342573e+21""";"=""3.855""";"=""3.7425""";"=""12.0269""";"=""5.50248451264512e+16""";"=""7.233540744240887e+21""";"=""15.45""";"=""4.0875""";"=""-0.0""";"=""0.2237""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""8.046579609729e+45""";"=""1.0""";"=""3.2825378567567197e+22""";"=""4.0""";"=""7.47706225449664e+20""";"=""2.9996""";"=""3.945460209011242e+21""";"=""3.1786140201228387e+22""";"=""1.0""";"=""0.0""";"=""0.0""";"=""2.712345040581958e+39""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.4891""";"=""0.0282""";"=""0.3529""";"=""-1.0""";"=""0.2674""";Нетипичный ряд
"=""A001779""";Expansion of 1/((1+x)(1-x)^8).;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9999;Успешно;"=""28.0""";"=""473746.29""";"=""784720.14""";"=""1.6564""";"=""1.8942""";"=""2.6201""";"=""550478.5""";"=""2210910.0""";"=""5.49""";"=""4.8074""";"=""-0.0""";"=""1.4244""";"=""0.9999""";"=""0.9994""";"=""0.9987""";"=""0.9976""";"=""0.9962""";"=""242772150227488.03""";"=""1.0""";"=""10595719.93""";"=""8.0""";"=""2471731.21""";"=""3.5017""";"=""857540.55""";"=""4269621.25""";"=""0.9871""";"=""0.0127""";"=""0.0001""";"=""9979772633.3""";"=""0.0""";"=""0.9999""";"=""0.0""";"=""0.7033""";"=""0.01""";"=""0.3214""";"=""-1.0""";"=""0.054""";Мало данных (Оценка по KL)
"=""A001780""";Expansion of 1/((1+x)*(1-x)^9).;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9999;Успешно;"=""34.0""";"=""7334826.5""";"=""13155587.32""";"=""1.7936""";"=""2.0974""";"=""3.5285""";"=""7413679.0""";"=""37186489.35""";"=""6.37""";"=""5.0875""";"=""-0.0""";"=""1.3283""";"=""0.9999""";"=""0.9996""";"=""0.9991""";"=""0.9984""";"=""0.9974""";"=""1.0046129459642698e+17""";"=""1.0""";"=""207160027.57""";"=""9.0""";"=""47111026.68""";"=""3.7554""";"=""13994137.24""";"=""76105738.04""";"=""0.9893""";"=""0.0106""";"=""0.0001""";"=""2100096740123.77""";"=""0.0""";"=""0.9999""";"=""0.0""";"=""0.7104""";"=""0.0047""";"=""0.2941""";"=""1.9621""";"=""0.0432""";Значим (Хи-Квадрат OK)
"=""A001781""";Expansion of 1/((1+x)*(1-x)^10).;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9999;Успешно;"=""34.0""";"=""31863513.0""";"=""60450351.76""";"=""1.8972""";"=""2.2474""";"=""4.2469""";"=""28196948.0""";"=""168771004.55""";"=""7.0""";"=""5.0875""";"=""-0.0""";"=""1.2595""";"=""0.9999""";"=""0.9996""";"=""0.9991""";"=""0.9984""";"=""0.9975""";"=""2.1218567100887473e+18""";"=""1.0""";"=""922491900.03""";"=""9.0""";"=""210410549.87""";"=""3.7782""";"=""61841050.22""";"=""352903135.18""";"=""0.9895""";"=""0.0104""";"=""0.0001""";"=""43767740317457.47""";"=""0.0""";"=""0.9999""";"=""0.0""";"=""0.7032""";"=""0.0176""";"=""0.3824""";"=""3.7954""";"=""0.0885""";Значим (Хи-Квадрат OK)
A001782;Discriminants of Shapiro polynomials.;Пропущен (Слишком короткий ряд);Skip;"=""5.0""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"=""A001783""";n-phi-torial, or phi-torial of n: Product k, 1 <= k <= n, k relatively prime to n.;[Класс 9] Фундаментальный Константный Хаос (Тип Пи/Phi), KL-дивергенция=0.1356, девиация=0.0088;Успешно;"=""27.0""";"=""4.321832896864445e+19""";"=""2.1210231893523694e+20""";"=""4.9077""";"=""4.8924""";"=""21.971""";"=""24273736662.5""";"=""2.9411609839508906e+19""";"=""12.53""";"=""4.6808""";"=""2.1991""";"=""0.1584""";"=""-0.0431""";"=""-0.0065""";"=""-0.0452""";"=""-0.0458""";"=""-0.0497""";"=""1.6397905002813465e+43""";"=""13.0""";"=""1.1656618924131029e+21""";"=""7.0""";"=""2.859646617791645e+19""";"=""3.7""";"=""1.9935649476637383e+20""";"=""5.487762077696397e+21""";"=""0.3434""";"=""0.3345""";"=""0.3221""";"=""1.0732692860300658e+41""";"=""0.0""";"=""-0.5184""";"=""0.0""";"=""0.4941""";"=""0.0088""";"=""0.2963""";"=""-1.0""";"=""0.1356""";Мало данных (Оценка по KL)
"=""A001784""";Second-order reciprocal Stirling number (Fekete) a(n) = [[2n+3, n]]. The number of n-orbit permutations of a (2n+3)-set with at least 2 elements in each orbit. Also known as associated Stirling numbers of the first kind (e.g., Comtet).;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.6114;Успешно;"=""16.0""";"=""2.7342649376834144e+21""";"=""1.0327255060071146e+22""";"=""3.777""";"=""3.6114""";"=""11.0514""";"=""1.7095301548600275e+17""";"=""1.143194361282443e+22""";"=""14.65""";"=""4.0""";"=""-0.0""";"=""0.2338""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.4522686225861233e+46""";"=""1.0""";"=""4.3666168967281265e+22""";"=""4.0""";"=""6.945317201810049e+20""";"=""2.9998""";"=""5.658088783871666e+21""";"=""4.2732358717258905e+22""";"=""1.0""";"=""0.0""";"=""0.0""";"=""3.563101182305625e+39""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.4883""";"=""0.0326""";"=""0.375""";"=""-1.0""";"=""0.3217""";Нетипичный ряд
"=""A001785""";Second-order reciprocal Stirling number (Fekete) a(n) = [[2n+4, n]]. The number of n-orbit permutations of a (2n+4)-set with at least 2 elements in each orbit. Also known as associated Stirling numbers of the first kind (e.g., Comtet).;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.4716;Успешно;"=""15.0""";"=""6.482425948875504e+21""";"=""2.369562919712426e+22""";"=""3.6554""";"=""3.4716""";"=""10.0593""";"=""5.607943098078321e+17""";"=""2.9983017735971444e+22""";"=""13.7""";"=""3.9069""";"=""-0.0""";"=""0.2449""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""6.316681984285584e+46""";"=""1.0""";"=""9.704550270476264e+22""";"=""4.0""";"=""1.3964129488376575e+21""";"=""2.8072""";"=""1.3486693253182615e+22""";"=""9.514499717842291e+22""";"=""1.0""";"=""0.0""";"=""0.0""";"=""1.402293574743416e+40""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.4872""";"=""0.0224""";"=""0.4""";"=""-1.0""";"=""0.2336""";Мало данных (Оценка по KL)
"=""A001786""";Expansion of 1/((1+x)*(1-x)^11).;[Класс 3] Абсолютный кристаллический тренд, память Lag1=0.9999;Успешно;"=""33.0""";"=""99787571.06""";"=""198374431.36""";"=""1.988""";"=""2.3764""";"=""4.8987""";"=""76705564.0""";"=""545166118.4""";"=""7.54""";"=""5.0444""";"=""-0.0""";"=""1.1943""";"=""0.9999""";"=""0.9996""";"=""0.9991""";"=""0.9984""";"=""0.9974""";"=""2.142738997597103e+19""";"=""1.0""";"=""2857256882.83""";"=""8.0""";"=""659932315.17""";"=""3.7208""";"=""194753744.14""";"=""1156063889.22""";"=""0.9896""";"=""0.0103""";"=""0.0001""";"=""481853468991840.8""";"=""0.0""";"=""0.9999""";"=""0.0""";"=""0.6943""";"=""0.0118""";"=""0.2727""";"=""5.6044""";"=""0.1436""";Значим (Хи-Квадрат OK)
"=""A001787""";a(n) = n*2^(n-1).;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.9518;Успешно;"=""32.0""";"=""2013265920.03""";"=""6414479978.57""";"=""3.1861""";"=""3.9518""";"=""15.4113""";"=""122683392.0""";"=""11529302835.2""";"=""16.0""";"=""5.0""";"=""-0.0""";"=""0.6621""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""2.1318059496873914e+22""";"=""1.0""";"=""62308925646.13""";"=""8.0""";"=""12681099520.0""";"=""3.9083""";"=""3960882876.51""";"=""37788442944.57""";"=""0.9996""";"=""0.0004""";"=""0.0""";"=""1.9031694855617572e+16""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.6087""";"=""0.0115""";"=""0.3226""";"=""4.4064""";"=""0.1475""";Значим (Хи-Квадрат OK)
"=""A001788""";a(n) = n*(n+1)*2^(n-2).;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.0276;Успешно;"=""32.0""";"=""31272730623.97""";"=""101871358159.89""";"=""3.2575""";"=""4.0276""";"=""16.0074""";"=""1497366528.0""";"=""176563421184.0""";"=""16.47""";"=""5.0""";"=""-0.0""";"=""0.6483""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""5.379133022600308e+24""";"=""1.0""";"=""970778015130.12""";"=""8.0""";"=""194767874112.44""";"=""3.9146""";"=""61534810417.31""";"=""599662990371.92""";"=""0.9993""";"=""0.0007""";"=""0.0""";"=""8.504455861145253e+18""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.6047""";"=""0.0248""";"=""0.3226""";"=""8.0715""";"=""0.2752""";Значим (Хи-Квадрат OK)
"=""A001789""";a(n) = binomial(n,3)*2^(n-3).;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.6629;Успешно;"=""26.0""";"=""7614274953.88""";"=""22849983242.4""";"=""3.0009""";"=""3.6629""";"=""12.89""";"=""692715520.0""";"=""42257612800.0""";"=""13.84""";"=""4.7004""";"=""-0.0""";"=""0.6426""";"=""1.0""";"=""1.0""";"=""1.0""";"=""0.9999""";"=""0.9999""";"=""1.7936253059961458e+23""";"=""1.0""";"=""190324839378.83""";"=""7.0""";"=""37209963143.05""";"=""3.6251""";"=""14594736404.24""";"=""122341178313.57""";"=""0.9987""";"=""0.0013""";"=""0.0""";"=""8.144969019056993e+17""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.5973""";"=""0.0292""";"=""0.3846""";"=""-1.0""";"=""0.1692""";Мало данных (Оценка по KL)
"=""A001790""";Numerators in expansion of 1/sqrt(1-x).;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.7042;Успешно;"=""26.0""";"=""951929234836.69""";"=""3348107732228.69""";"=""3.5172""";"=""3.7042""";"=""12.6698""";"=""3880814437.5""";"=""6175073045700.0""";"=""12.24""";"=""4.6235""";"=""-0.0""";"=""0.3245""";"=""0.9143""";"=""0.9952""";"=""0.9685""";"=""0.9995""";"=""0.9366""";"=""3.82113140646154e+27""";"=""1.0""";"=""24453614061613.64""";"=""7.0""";"=""5631758154007.79""";"=""3.6098""";"=""1953215412275.33""";"=""18968235462919.72""";"=""0.8611""";"=""0.1364""";"=""0.0025""";"=""2.557996075397935e+24""";"=""0.0""";"=""0.7234""";"=""0.0""";"=""0.5773""";"=""0.0339""";"=""0.1923""";"=""-1.0""";"=""0.2483""";Мало данных (Оценка по KL)
"=""A001791""";a(n) = binomial coefficient C(2n, n-1).;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=4.4719;Успешно;"=""27.0""";"=""23727805261177.85""";"=""92025145572207.72""";"=""3.8784""";"=""4.4719""";"=""18.9567""";"=""82430204505.0""";"=""94371371886142.73""";"=""19.38""";"=""4.7549""";"=""-0.0""";"=""0.4709""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""3.086814693710104e+30""";"=""1.0""";"=""632874444164535.5""";"=""7.0""";"=""86109233625114.0""";"=""3.6776""";"=""45755951980224.11""";"=""493748507964499.56""";"=""1.0""";"=""0.0""";"=""0.0""";"=""4.980647527247904e+23""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.5473""";"=""0.0054""";"=""0.2692""";"=""-1.0""";"=""0.0397""";Мало данных (Оценка по KL)
"=""A001792""";a(n) = (n+2)*2^(n-1).;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.9468;Успешно;"=""32.0""";"=""2147483648.0""";"=""6831688703.27""";"=""3.1813""";"=""3.9468""";"=""15.3722""";"=""133169152.0""";"=""12307765657.6""";"=""15.97""";"=""5.0""";"=""-0.0""";"=""0.6621""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""2.4180720892072885e+22""";"=""1.0""";"=""66447502027.92""";"=""8.0""";"=""13534933922.4""";"=""3.9079""";"=""4224635235.89""";"=""40248325607.54""";"=""0.9997""";"=""0.0003""";"=""0.0""";"=""1.9031694855617572e+16""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.6089""";"=""0.0153""";"=""0.3125""";"=""4.9498""";"=""0.1533""";Значим (Хи-Квадрат OK)
"=""A001793""";a(n) = n*(n+3)*2^(n-3).;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.7345;Успешно;"=""28.0""";"=""1946157056.0""";"=""5909665324.98""";"=""3.0366""";"=""3.7345""";"=""13.5362""";"=""171180032.0""";"=""11046957875.2""";"=""14.4""";"=""4.8074""";"=""-0.0""";"=""0.7143""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.3887360797975366e+22""";"=""1.0""";"=""52422460055.73""";"=""8.0""";"=""10479883442.72""";"=""3.7238""";"=""3769773052.99""";"=""32756142302.3""";"=""0.9992""";"=""0.0008""";"=""0.0""";"=""3.3638577438367156e+16""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.6038""";"=""0.0298""";"=""0.3571""";"=""-1.0""";"=""0.3087""";Нетипичный ряд
"=""A001794""";Negated coefficients of Chebyshev T polynomials: [x^n](-T(n+6, x)), n >= 0.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.8045;Успешно;"=""28.0""";"=""19461570560.0""";"=""60401634413.64""";"=""3.1036""";"=""3.8045""";"=""14.0496""";"=""1384120320.0""";"=""109237292236.8""";"=""14.81""";"=""4.8074""";"=""-0.0""";"=""0.678""";"=""1.0""";"=""1.0""";"=""1.0""";"=""1.0""";"=""0.9999""";"=""1.451461457754108e+24""";"=""1.0""";"=""526015957215.7""";"=""8.0""";"=""103487275344.41""";"=""3.7296""";"=""37683602436.83""";"=""334413280770.2""";"=""0.9989""";"=""0.001""";"=""0.0""";"=""4.679965312003402e+18""";"=""0.0""";"=""1.0""";"=""0.0""";"=""0.5995""";"=""0.006""";"=""0.3571""";"=""-1.0""";"=""0.0393""";Мало данных (Оценка по KL)
"=""A001795""";Coefficients of Legendre polynomials.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.9771;Успешно;"=""19.0""";"=""1.6953824611581165e+17""";"=""6.663235112162449e+17""";"=""3.9302""";"=""3.9771""";"=""13.8985""";"=""17632206551407.0""";"=""4.819073691301949e+17""";"=""16.78""";"=""4.1427""";"=""-0.0""";"=""0.4095""";"=""0.9976""";"=""0.9982""";"=""0.9975""";"=""1.0""";"=""0.9973""";"=""8.013965739871792e+37""";"=""1.0""";"=""3.205306047504037e+18""";"=""5.0""";"=""1.387305599472332e+17""";"=""3.1684""";"=""3.3226444601602035e+17""";"=""2.997753719853037e+18""";"=""0.9951""";"=""0.0047""";"=""0.0001""";"=""2.671069518837733e+33""";"=""0.0""";"=""0.9955""";"=""0.0""";"=""0.4941""";"=""0.0292""";"=""0.3158""";"=""-1.0""";"=""0.346""";Нетипичный ряд
"=""A001796""";Coefficients of Legendre polynomials.;[Класс 2] Асимметричный Экспоненциальный Рост, асимметрия=3.9773;Успешно;"=""19.0""";"=""9.517347685078424e+17""";"=""3.741665611623535e+18""";"=""3.9314""";"=""3.9773""";"=""13.8997""";"=""97223218577772.0""";"=""2.7022924738582523e+18""";"=""16.78""";"=""4.2479""";"=""-0.0""";"=""0.4095""";"=""0.9976""";"=""0.9982""";"=""0.9976""";"=""1.0""";"=""0.9974""";"=""2.527011109631705e+39""";"=""1.0""";"=""1.799400309290963e+19""";"=""5.0""";"=""7.761165355323478e+17""";"=""3.1684""";"=""1.8653679184026624e+18""";"=""1.6833180865485367e+19""";"=""0.9952""";"=""0.0047""";"=""0.0001""";"=""8.351575449909413e+34""";"=""0.0""";"=""0.9956""";"=""0.0""";"=""0.494""";"=""0.072""";"=""0.5263""";"=""-1.0""";"=""0.4549""";Нетипичный ряд
